site_id,name,type,lat,lon
place_of_worship_358085531,First Divine Science Church,place_of_worship,38.5994587,-90.243581
place_of_worship_358085533,First Presbyterian Church of Ferguson,place_of_worship,38.747,-90.3011
place_of_worship_358085537,First Ship of Zion Non-Denominational Church,place_of_worship,38.7025314,-90.249359
place_of_worship_358085539,First United Methodist Church of Webster Groves,place_of_worship,38.7025,-90.2493
place_of_worship_358085543,Fourth Free Will Baptist Church,place_of_worship,38.6178,-90.3068
place_of_worship_358085552,Fundamental Church of God,place_of_worship,38.5916,-90.2328
place_of_worship_358085555,Gardenville Community Church,place_of_worship,38.5748939,-90.2760063
place_of_worship_358085560,Glad Tiding Word Fellowship Missionary Baptist Church,place_of_worship,38.6458,-90.2365
place_of_worship_358085566,Gods Way Pentecostal Church,place_of_worship,38.678,-90.2831
place_of_worship_358085578,Gospel Power Christian Church,place_of_worship,38.5931,-90.2891
place_of_worship_358085584,Gospel Truth Church of God in Christ,place_of_worship,38.706,-90.2503
place_of_worship_358085588,Grace Church of God in Christ,place_of_worship,38.6791482,-90.2850732
place_of_worship_358085605,Greater Fellowship Church,place_of_worship,38.6998,-90.2595
place_of_worship_358085607,Agape Christian Center,place_of_worship,38.7491761,-90.2436401
place_of_worship_358085615,Greater Pentecostal Church,place_of_worship,38.7104,-90.253
place_of_worship_358085621,Greater Saint Paul Missionary Baptist Church,place_of_worship,38.7031,-90.2489
place_of_worship_358085622,Greater True Vine Spiritual Church,place_of_worship,38.6485,-90.2551
place_of_worship_358085635,Higher Heights Christian Church,place_of_worship,38.575701,-90.2485838
place_of_worship_358085658,Holy Trinity Church of Christ,place_of_worship,38.6855,-90.2885
place_of_worship_358085664,Hope Church,place_of_worship,38.7257678,-90.3457076
place_of_worship_358085694,House of Deliverance Pentecostal Church,place_of_worship,38.7237054,-90.3409579
place_of_worship_358085703,Immanuel Congregational Church (Former),place_of_worship,38.6009,-90.3078
place_of_worship_358085705,Immanuel United Church of Christ,place_of_worship,38.7453,-90.3024
place_of_worship_358085712,Jewel Baptist Church,place_of_worship,38.5727,-90.2387
place_of_worship_358085719,Kinloch Church of God,place_of_worship,38.7438,-90.3194
place_of_worship_358085732,Lambs Bride Church,place_of_worship,38.625,-90.2562
place_of_worship_358085757,Lighthouse Free Methodist Church,place_of_worship,38.6259,-90.2565
place_of_worship_358085765,Lively Hope Church of God,place_of_worship,38.7145,-90.2571
place_of_worship_358085767,Living Word Apostolic Church,place_of_worship,38.7098,-90.298
place_of_worship_358085769,Living Word Church,place_of_worship,38.5617323,-90.3073359
place_of_worship_358085777,Maple Temple Church,place_of_worship,38.659652,-90.243425
place_of_worship_358085782,Maplewood Congregational Church,place_of_worship,38.6251,-90.3074
place_of_worship_358085784,Maplewood Pentecostal Church of God,place_of_worship,38.6188,-90.3114
place_of_worship_358085791,Maranatha Baptist Church,place_of_worship,38.733,-90.2388
place_of_worship_358085797,Mellow Memorial United Methodist Church,place_of_worship,38.5563,-90.2545
place_of_worship_358085817,Metropolitan Missionary Baptist Church,place_of_worship,38.7409,-90.3257
place_of_worship_358085822,Miracle Temple Church of God and Christ,place_of_worship,38.6941784,-90.2751338
place_of_worship_358085825,Missouri District Church of the Nazarene,place_of_worship,38.5957,-90.3328
place_of_worship_358085840,Mount Bethel Missionary Baptist Church,place_of_worship,38.6688316,-90.2727946
place_of_worship_358085850,Mount Chapel Missionary Baptist Church,place_of_worship,38.662,-90.2319
place_of_worship_358085869,Mount Tabor United Church of Christ,place_of_worship,38.608,-90.2995
place_of_worship_358085894,New Covenant Full Gospel Church,place_of_worship,38.5512,-90.2603
place_of_worship_358085900,New Emmanuel Missionary Baptist Church,place_of_worship,38.6734,-90.2917
place_of_worship_358085906,New Good Hope Baptist Church,place_of_worship,38.7005,-90.2708
place_of_worship_358085927,New Horizon Seventh Day Christian Church,place_of_worship,38.7234,-90.3097
place_of_worship_358085932,New Jersusalem Missionary Baptist Church II,place_of_worship,38.716416,-90.236014
place_of_worship_358085935,New Jerusalem Church of God,place_of_worship,38.6831,-90.3334
place_of_worship_358085941,New Journey Baptist Church,place_of_worship,38.5739186,-90.243371
place_of_worship_358085957,New Mount Zion Church of God in Christ,place_of_worship,38.7174,-90.2457
place_of_worship_358085975,New Rock Missionary Baptist Church,place_of_worship,38.6600241,-90.2527362
place_of_worship_358085995,New Sunnymount Missionary Baptist Church,place_of_worship,38.6870298,-90.2330759
place_of_worship_358086015,Normandy United Methodist Church,place_of_worship,38.7067,-90.3113
place_of_worship_358086046,Northside Seventh Day Adventist Church Complex,place_of_worship,38.7309,-90.2663
place_of_worship_358086084,Old Orchard Presbyterian Church,place_of_worship,38.596707,-90.3381166
place_of_worship_358086090,Our Lady of Holy Cross Catholic Church,place_of_worship,38.7104,-90.2321
place_of_worship_358086113,Peoples Community Christian Church,place_of_worship,38.7356,-90.2457
place_of_worship_358086114,Perfect Peace Baptist Church,place_of_worship,38.6743,-90.279
place_of_worship_358086119,Pleasant Grove Baptist Church,place_of_worship,38.6571628,-90.235443
place_of_worship_358086123,Praise Tabernacle,place_of_worship,38.7264,-90.2591
place_of_worship_358086136,Pure Gospel Temple,place_of_worship,38.6927,-90.279
place_of_worship_358086141,Redemption Center Church of God in Christ,place_of_worship,38.7201,-90.2662
place_of_worship_358086148,Restoration Temple Church of God in Christ,place_of_worship,38.7489,-90.2616
place_of_worship_358086152,Richmond Heights Presbyterian Church,place_of_worship,38.6263442,-90.3184747
place_of_worship_358086155,Riverview Gardens Baptist Church,place_of_worship,38.7492378,-90.2062198
place_of_worship_358086160,Rose Hill Baptist Church,place_of_worship,38.7066,-90.2562
place_of_worship_358086162,Saint Agatha Church,place_of_worship,38.5939614,-90.2147224
place_of_worship_358086163,Saint Agatha Convent,place_of_worship,38.5943877,-90.2145321
place_of_worship_358086204,Saint Ann of Normandy Catholic Church,place_of_worship,38.7048,-90.2995
place_of_worship_358086230,Saint Basil the Great Orthodox Church,place_of_worship,38.602148,-90.3130485
place_of_worship_358086237,Saint Douglas Primitive Bapist Church,place_of_worship,38.7079265,-90.2500598
place_of_worship_358086250,Saint James Missionary Baptist Church,place_of_worship,38.6688,-90.2714
place_of_worship_358086261,Saint Johns Temple,place_of_worship,38.6872,-90.2379
place_of_worship_358086286,Saint Louis Harvest Church of God,place_of_worship,38.6084115,-90.2106029
place_of_worship_358086317,Saint Mark Catholic Church,place_of_worship,38.5546,-90.2876
place_of_worship_358086358,Saint Stephen United Church of Christ,place_of_worship,38.7155,-90.2337
place_of_worship_358086359,Saint Stephens Episcopal Church,place_of_worship,38.7458,-90.3009
place_of_worship_553190131,Shinzo Zen Meditation Center,place_of_worship,38.6596636,-90.3034279
place_of_worship_2029289887,Grace New Covenant Church,place_of_worship,38.7494422,-90.217425
place_of_worship_2782208079,Our Lady of Czestochowa St. Mary's Church,place_of_worship,38.686255,-90.1527391
place_of_worship_3238285940,Saint Mark Family Church,place_of_worship,38.7489301,-90.268968
place_of_worship_3255349747,Nazareth Temple Church of God in Christ,place_of_worship,38.7120229,-90.3477433
place_of_worship_3504224354,Grace New Covenant Church,place_of_worship,38.7491424,-90.2268927
place_of_worship_3504233607,Knights of Columbus - Council #1215,place_of_worship,38.7488414,-90.2210308
place_of_worship_3782045087,New City Fellowship,place_of_worship,38.6804311,-90.3493289
place_of_worship_3897866410,Bosnian Islamic Center Masjid,place_of_worship,38.541756,-90.2769481
place_of_worship_3897911460,Islamic Community Center,place_of_worship,38.5871022,-90.2735235
place_of_worship_3897929765,Masjid Bilal,place_of_worship,38.6377931,-90.2404455
place_of_worship_3897996354,West Florissant Masjid,place_of_worship,38.7167718,-90.2597485
place_of_worship_3897997292,Umar Masjid,place_of_worship,38.6925178,-90.2413434
place_of_worship_3898013892,Grand Islamic Center,place_of_worship,38.5953159,-90.2439415
place_of_worship_3898024247,Hazrat Abu Bakr Masjid,place_of_worship,38.5742864,-90.2492011
place_of_worship_3940268971,Chabad on Campus,place_of_worship,38.6472523,-90.316722
place_of_worship_6138398306,Shining Light Missionary Baptist Church,place_of_worship,38.610357,-90.163264
place_of_worship_6139713147,Greater Liberty Church of God in Christ,place_of_worship,38.6009035,-90.1570788
place_of_worship_6139725001,Mount Paran Missionary Baptist Church,place_of_worship,38.6060001,-90.1589094
place_of_worship_6139729368,New Jerusalem Baptist Church,place_of_worship,38.6008958,-90.1557366
place_of_worship_6139729369,Christ Is the Rock Missionary Baptist Church,place_of_worship,38.6008772,-90.1550974
place_of_worship_6139729371,Shiloh AME Church,place_of_worship,38.6043911,-90.1531326
place_of_worship_6139746010,New Bethlehem Missionary Baptist Church,place_of_worship,38.6039523,-90.1522257
place_of_worship_6139746011,Israelite Spiritual Church,place_of_worship,38.6029039,-90.1500612
place_of_worship_6139746039,St. Jude Spiritual Church,place_of_worship,38.6127231,-90.156322
place_of_worship_6143930000,Urban Outreach Worship Center,place_of_worship,38.6247628,-90.1526228
place_of_worship_6146643153,Church of God in Christ Jesus All Nation,place_of_worship,38.6556017,-90.1657333
place_of_worship_6146643183,Transforming Word Church,place_of_worship,38.6580884,-90.1660053
place_of_worship_6744515121,Oak Bridge City,place_of_worship,38.5978663,-90.3009121
place_of_worship_9768534947,Affton Church,place_of_worship,38.5448751,-90.3333068
place_of_worship_9930595841,House of Prayer Church,place_of_worship,38.5755229,-90.254172
place_of_worship_10187538562,Faith Community Bible Church,place_of_worship,38.7238509,-90.250807
place_of_worship_10947669291,All Nations Church,place_of_worship,38.6718792,-90.3398829
place_of_worship_11181554948,West Madison Apostolic Church,place_of_worship,38.6826408,-90.1720744
place_of_worship_11181554953,Rivers of Waters Worship Center,place_of_worship,38.6821681,-90.1712228
place_of_worship_11749238983,One Family Church,place_of_worship,38.6556698,-90.3035886
place_of_worship_11819468413,Blow Your Trumpet Ministries,place_of_worship,38.5703869,-90.24417
place_of_worship_12696903185,St. Louis Epic Community Church,place_of_worship,38.6335214,-90.2373883
place_of_worship_13034481411,Webster United Methodist,place_of_worship,38.6000053,-90.3415974
fire_station_367086148,Riverview Fire Department,fire_station,38.7473245,-90.2112727
fire_station_367086239,Brentwood Fire Department,fire_station,38.618148,-90.348023
fire_station_367086346,Metro North Fire Protection District,fire_station,38.7496717,-90.2692491
fire_station_367086376,Kinloch Fire Department,fire_station,38.7372817,-90.3239007
fire_station_367086408,Maplewood Fire Department,fire_station,38.613245,-90.3260931
fire_station_367086411,Lemay Fire Department,fire_station,38.532323,-90.287198
fire_station_368066712,East Saint Louis Fire Department,fire_station,38.6038715,-90.1591665
fire_station_2743831500,fire_station_2743831500,fire_station,38.7104107,-90.1609606
fire_station_4978394419,Cahokia Fire Protection District House 1,fire_station,38.5703319,-90.1915935
fire_station_11170777160,Venice Fire Department,fire_station,38.6726407,-90.1701915
fire_station_11748999470,University City Fire House,fire_station,38.661519,-90.3038036
library_368067071,Madison Public Library,library,38.6808835,-90.1517758
library_1978028411,"St. Louis County Library, Natural Bridge Branch",library,38.7049283,-90.3020021
library_3843348045,Charing Cross Public Library,library,38.6515,-90.3001367
library_4217523983,Richardson Memorial Library,library,38.6388753,-90.2953861
library_5837793049,UHSP Library,library,38.6369149,-90.2607651
library_7146916059,"St. Louis County Library, Lewis and Clark Branch",library,38.7479533,-90.2404769
library_12957909757,Richmond Heights Memorial Library,library,38.6285629,-90.3308108
library_12957920420,Brentwood Public Library,library,38.6180581,-90.347905
