GEOID,Location,POP,Total_Households,Median_HH_Income,Low_Income_HH,Low_Income_Rate,HH_SNAP,SNAP_Rate,HH_Public_Assistance,Public_Assistance_Rate,Children_0_17,Children_0_4,Children_5_17,Child_Dependency_Rate,Elderly_65_Plus,Elderly_65_74,Elderly_75_Plus,Elderly_Dependency_Rate,Total_Dependency_Rate,HH_With_Children,HH_With_Children_Rate,Single_Parent_HH,Single_Parent_Rate,Renter_Occupied,Renter_Rate,Vacant_Housing_Units,Vacancy_Rate,Built_Before_1940,Old_Housing_Rate,Total_Workers,Workers_No_Car,No_Car_Rate,HH_No_Internet,No_Internet_Rate
295101042001,"Block Group 1, Tract 104200, St. Louis City",933,575,56725.0,73,0.12695652173913044,10,0.017391304347826087,0,0.0,109,93,16,0.11682743837084673,111,87,24,0.1189710610932476,0.2357984994640943,79,0.1373913043478261,0,0.0,357,0.6208695652173913,62,0.09733124018838304,311,0.48822605965463106,679,113,0.16642120765832105,8,0.01391304347826087
295101042002,"Block Group 2, Tract 104200, St. Louis City",1192,643,68750.0,84,0.13063763608087092,0,0.0,0,0.0,181,107,74,0.1518456375838926,108,88,20,0.09060402684563758,0.2424496644295302,74,0.1150855365474339,15,0.02332814930015552,514,0.7993779160186625,135,0.17352185089974292,285,0.36632390745501286,732,162,0.22131147540983606,24,0.03732503888024884
295101042003,"Block Group 3, Tract 104200, St. Louis City",614,278,74459.0,38,0.1366906474820144,0,0.0,0,0.0,94,82,12,0.15309446254071662,104,104,0,0.16938110749185667,0.32247557003257327,35,0.12589928057553956,0,0.0,104,0.37410071942446044,41,0.12852664576802508,229,0.7178683385579937,310,74,0.23870967741935484,0,0.0
295101042004,"Block Group 4, Tract 104200, St. Louis City",711,305,55650.0,58,0.1901639344262295,8,0.02622950819672131,0,0.0,70,24,46,0.09845288326300984,149,103,46,0.20956399437412096,0.3080168776371308,63,0.20655737704918034,0,0.0,48,0.15737704918032788,8,0.025559105431309903,211,0.6741214057507987,430,37,0.08604651162790698,50,0.16393442622950818
295101045001,"Block Group 1, Tract 104500, St. Louis City",903,558,66250.0,30,0.053763440860215055,46,0.08243727598566308,0,0.0,47,47,0,0.05204872646733112,178,118,60,0.19712070874861573,0.24916943521594684,21,0.03763440860215054,0,0.0,296,0.5304659498207885,134,0.1936416184971098,411,0.5939306358381503,584,151,0.2585616438356164,22,0.03942652329749104
295101045002,"Block Group 2, Tract 104500, St. Louis City",1367,828,58261.0,60,0.07246376811594203,25,0.030193236714975844,7,0.008454106280193236,207,50,157,0.15142648134601316,133,49,84,0.09729334308705194,0.24871982443306512,206,0.24879227053140096,0,0.0,721,0.8707729468599034,200,0.19455252918287938,167,0.16245136186770429,970,224,0.2309278350515464,24,0.028985507246376812
295101051981,"Block Group 1, Tract 105198, St. Louis City",759,280,90938.0,61,0.21785714285714286,10,0.03571428571428571,0,0.0,124,32,92,0.16337285902503293,73,73,0,0.09617918313570488,0.2595520421607378,70,0.25,0,0.0,130,0.4642857142857143,0,0.0,162,0.5785714285714286,351,204,0.5811965811965812,0,0.0
295101051982,"Block Group 2, Tract 105198, St. Louis City",733,286,73750.0,67,0.23426573426573427,9,0.03146853146853147,0,0.0,112,12,100,0.15279672578444747,37,27,10,0.0504774897680764,0.20327421555252387,39,0.13636363636363635,29,0.10139860139860139,168,0.5874125874125874,96,0.2513089005235602,173,0.45287958115183247,343,218,0.6355685131195336,0,0.0
295101051983,"Block Group 3, Tract 105198, St. Louis City",762,279,55650.0,72,0.25806451612903225,0,0.0,0,0.0,99,5,94,0.12992125984251968,70,9,61,0.09186351706036745,0.22178477690288714,104,0.3727598566308244,0,0.0,100,0.35842293906810035,0,0.0,231,0.8279569892473119,420,246,0.5857142857142857,0,0.0
295101051984,"Block Group 4, Tract 105198, St. Louis City",1302,707,104148.0,89,0.12588401697312587,0,0.0,0,0.0,156,38,118,0.11981566820276497,452,234,218,0.34715821812596004,0.46697388632872505,88,0.12446958981612447,0,0.0,256,0.3620933521923621,49,0.06481481481481481,471,0.623015873015873,601,218,0.3627287853577371,0,0.0
295101052001,"Block Group 1, Tract 105200, St. Louis City",1563,970,62500.0,251,0.25876288659793817,133,0.13711340206185568,0,0.0,255,139,116,0.16314779270633398,195,87,108,0.12476007677543186,0.28790786948176583,196,0.2020618556701031,0,0.0,495,0.5103092783505154,213,0.18005071851225699,693,0.5857988165680473,1001,191,0.19080919080919082,124,0.12783505154639174
295101052002,"Block Group 2, Tract 105200, St. Louis City",1362,674,32143.0,279,0.413946587537092,50,0.07418397626112759,18,0.026706231454005934,205,82,123,0.15051395007342144,304,165,139,0.22320117474302498,0.3737151248164464,124,0.18397626112759644,39,0.057863501483679525,456,0.6765578635014837,30,0.04261363636363636,391,0.5553977272727273,583,230,0.39451114922813035,25,0.037091988130563795
295101053001,"Block Group 1, Tract 105300, St. Louis City",958,676,17462.0,435,0.643491124260355,311,0.46005917159763315,68,0.10059171597633136,177,146,31,0.1847599164926931,214,85,129,0.22338204592901878,0.4081419624217119,150,0.22189349112426035,0,0.0,647,0.9571005917159763,37,0.051893408134642355,54,0.07573632538569425,305,40,0.13114754098360656,241,0.35650887573964496
295101053002,"Block Group 2, Tract 105300, St. Louis City",397,243,55650.0,167,0.6872427983539094,125,0.51440329218107,0,0.0,62,14,48,0.1561712846347607,16,16,0,0.04030226700251889,0.1964735516372796,37,0.1522633744855967,26,0.10699588477366255,168,0.691358024691358,85,0.25914634146341464,196,0.5975609756097561,178,45,0.25280898876404495,42,0.1728395061728395
295101053003,"Block Group 3, Tract 105300, St. Louis City",772,251,68481.0,41,0.16334661354581673,21,0.08366533864541832,0,0.0,259,23,236,0.33549222797927464,102,49,53,0.13212435233160622,0.4676165803108808,66,0.26294820717131473,0,0.0,110,0.43824701195219123,50,0.16611295681063123,127,0.4219269102990033,339,152,0.44837758112094395,22,0.08764940239043825
295101054001,"Block Group 1, Tract 105400, St. Louis City",1173,394,55650.0,289,0.733502538071066,235,0.5964467005076142,12,0.030456852791878174,322,260,62,0.27450980392156865,90,73,17,0.07672634271099744,0.3512361466325661,129,0.32741116751269034,54,0.13705583756345177,378,0.9593908629441624,44,0.1004566210045662,104,0.2374429223744292,381,0,0.0,212,0.5380710659898477
295101054002,"Block Group 2, Tract 105400, St. Louis City",1325,589,68224.0,120,0.2037351443123939,92,0.15619694397283532,29,0.04923599320882852,196,0,196,0.1479245283018868,131,93,38,0.09886792452830188,0.2467924528301887,127,0.21561969439728354,0,0.0,389,0.6604414261460102,140,0.19204389574759945,178,0.24417009602194786,825,169,0.20484848484848484,86,0.1460101867572156
295101055001,"Block Group 1, Tract 105500, St. Louis City",805,246,65500.0,39,0.15853658536585366,60,0.24390243902439024,0,0.0,303,61,242,0.3763975155279503,123,52,71,0.15279503105590062,0.529192546583851,124,0.5040650406504065,0,0.0,91,0.3699186991869919,149,0.37721518987341773,228,0.5772151898734177,249,91,0.3654618473895582,29,0.11788617886178862
295101055002,"Block Group 2, Tract 105500, St. Louis City",1303,595,35417.0,255,0.42857142857142855,182,0.3058823529411765,9,0.015126050420168067,352,27,325,0.2701458173445894,244,188,56,0.18726016884113583,0.45740598618572526,166,0.27899159663865547,26,0.043697478991596636,381,0.6403361344537815,66,0.09984871406959153,221,0.33434190620272314,579,234,0.40414507772020725,10,0.01680672268907563
295101055003,"Block Group 3, Tract 105500, St. Louis City",528,310,61447.0,111,0.3580645161290323,79,0.25483870967741934,0,0.0,0,0,0,0.0,103,53,50,0.19507575757575757,0.19507575757575757,0,0.0,0,0.0,176,0.567741935483871,200,0.39215686274509803,276,0.5411764705882353,398,54,0.135678391959799,35,0.11290322580645161
295101061001,"Block Group 1, Tract 106100, St. Louis City",390,229,28625.0,110,0.48034934497816595,108,0.47161572052401746,0,0.0,53,20,33,0.1358974358974359,145,55,90,0.3717948717948718,0.5076923076923077,36,0.1572052401746725,0,0.0,191,0.834061135371179,65,0.22108843537414966,143,0.48639455782312924,95,24,0.25263157894736843,94,0.4104803493449782
